model,AUC,Accuracy,Sensitivity,Specificity,Precision,Recall,F1
Fusion_Model,0.8110863095238096,0.7906976744186046,0.9285714285714286,0.5333333333333333,0.7878787878787878,0.9285714285714286,0.8524590163934426
