model,backbone,AUC,Accuracy,Sensitivity,Specificity,Precision,Recall,F1
weak_supervised_reasoning,resnet50,0.8242559523809524,0.813953488372093,0.9732142857142857,0.5166666666666667,0.7898550724637681,0.9732142857142857,0.872
